iter	Passed	Remaining
470	689	774
471	691	773
472	692	771
473	693	769
474	694	767
475	695	765
476	696	763
477	697	761
478	698	759
479	699	757
480	700	755
481	701	753
482	702	751
483	703	749
484	704	748
485	706	746
486	707	745
487	708	743
488	709	741
489	710	739
490	711	737
491	712	735
492	713	733
493	714	731
494	715	729
495	716	727
496	717	725
497	718	723
498	719	722
499	721	721
500	722	719
501	723	717
502	724	715
503	725	714
504	727	713
505	728	711
506	730	709
507	731	708
508	732	706
509	733	705
510	735	703
511	736	701
512	737	699
513	738	698
514	739	696
515	740	694
516	741	692
517	742	690
518	743	688
519	744	687
520	745	685
521	746	683
522	747	681
523	748	680
524	750	678
525	751	676
526	752	675
527	753	673
528	754	671
529	755	669
530	756	667
531	757	666
532	758	664
533	759	662
534	760	660
535	761	658
536	762	657
537	763	656
538	764	654
539	766	652
540	767	650
541	768	649
542	769	647
543	770	645
544	771	643
545	771	641
546	773	640
547	774	638
548	774	636
549	775	634
550	777	633
551	778	632
552	780	630
553	780	628
554	781	626
555	782	625
556	783	623
557	784	621
558	785	619
559	786	618
560	787	616
561	788	614
562	789	612
563	790	611
564	792	610
565	793	608
566	794	606
567	795	605
568	796	603
569	797	601
570	798	600
571	799	598
572	800	596
573	801	594
574	802	593
575	803	591
576	804	589
577	806	588
578	807	587
579	808	585
580	809	583
581	810	582
582	811	580
583	812	578
584	813	577
585	814	575
586	815	573
587	816	572
588	817	570
589	818	568
590	819	567
591	821	566
592	822	564
593	823	562
594	824	561
595	825	559
596	826	557
597	827	556
598	828	554
599	829	552
600	830	551
601	831	549
602	832	547
603	833	546
604	836	545
605	837	544
606	838	543
607	840	541
608	841	540
609	842	538
610	844	537
611	845	535
612	846	534
613	847	532
614	848	531
615	850	530
616	851	528
617	853	527
618	854	526
619	855	524
620	856	522
621	857	521
622	858	519
623	859	518
624	860	516
625	861	514
626	862	513
627	864	512
628	865	510
629	866	509
630	867	507
631	868	505
632	869	504
633	870	502
634	871	501
635	872	499
636	873	497
637	874	496
638	875	494
639	876	493
640	878	491
641	879	490
642	880	488
643	881	487
644	882	485
645	883	484
646	884	482
647	885	480
648	886	479
649	887	477
650	888	476
651	889	474
652	890	473
653	891	471
654	893	470
655	894	469
656	895	467
657	896	465
658	897	464
659	898	462
660	899	461
661	900	459
662	901	458
663	902	456
664	903	455
665	904	453
666	905	452
667	907	450
668	908	449
669	909	448
670	910	446
671	911	445
672	913	443
673	914	442
674	916	441
675	917	439
676	919	438
677	921	437
678	923	436
679	924	435
680	925	433
681	927	432
682	929	431
683	931	430
684	932	428
685	934	427
686	936	426
687	938	425
688	939	424
689	940	422
690	941	421
691	943	419
692	944	418
693	945	416
694	946	415
695	947	413
696	948	412
697	949	410
698	952	410
699	954	408
700	955	407
701	956	406
702	958	404
703	959	403
704	961	402
705	962	400
706	963	399
707	966	398
708	968	397
709	969	395
710	970	394
711	972	393
712	974	392
713	976	391
714	977	389
715	979	388
716	982	387
717	983	386
718	984	384
719	985	383
720	986	381
721	987	380
722	989	378
723	990	377
724	991	376
725	992	374
726	994	373
727	997	372
728	998	371
729	999	369
730	1000	368
731	1002	366
732	1003	365
733	1005	364
734	1006	362
735	1008	361
736	1010	360
737	1011	359
738	1013	357
739	1013	356
740	1014	354
741	1015	353
742	1016	351
743	1017	350
744	1018	348
745	1019	347
746	1020	345
747	1021	344
748	1022	342
749	1023	341
750	1025	339
751	1026	338
752	1027	337
753	1028	335
754	1029	334
755	1030	332
756	1031	331
757	1032	329
758	1033	328
759	1034	326
760	1035	325
761	1036	323
762	1037	322
763	1038	320
764	1040	319
765	1041	318
766	1042	316
767	1043	315
768	1044	313
769	1045	312
770	1046	310
771	1047	309
772	1048	307
773	1048	306
774	1050	304
775	1050	303
776	1051	301
777	1052	300
778	1054	299
779	1055	297
780	1056	296
781	1057	294
782	1058	293
783	1059	291
784	1060	290
785	1061	289
786	1062	287
787	1063	286
788	1064	284
789	1065	283
790	1066	281
791	1067	280
792	1069	279
793	1070	277
794	1071	276
795	1072	274
796	1073	273
797	1074	271
798	1075	270
799	1076	269
800	1077	267
801	1078	266
802	1079	264
803	1080	263
804	1081	261
805	1083	260
806	1085	259
807	1086	258
808	1088	256
809	1089	255
810	1090	254
811	1091	252
812	1092	251
813	1093	249
814	1094	248
815	1095	247
816	1097	245
817	1098	244
818	1099	242
819	1100	241
820	1101	240
821	1102	238
822	1103	237
823	1104	235
824	1105	234
825	1106	233
826	1107	231
827	1108	230
828	1109	228
829	1110	227
830	1112	226
831	1113	224
832	1114	223
833	1115	222
834	1116	220
835	1117	219
836	1118	217
837	1119	216
838	1120	214
839	1121	213
840	1122	212
841	1123	210
842	1124	209
843	1125	208
844	1127	206
845	1128	205
846	1129	204
847	1130	202
848	1131	201
849	1132	199
850	1133	198
851	1134	197
852	1135	195
853	1136	194
854	1137	192
855	1138	191
856	1140	190
857	1141	188
858	1142	187
859	1143	186
860	1144	184
861	1145	183
862	1146	182
863	1147	180
864	1148	179
865	1149	177
866	1150	176
867	1151	175
868	1152	173
869	1153	172
870	1155	171
871	1156	169
872	1157	168
873	1158	167
874	1159	165
875	1160	164
876	1161	162
877	1162	161
878	1163	160
879	1164	158
880	1165	157
881	1166	156
882	1167	154
883	1168	153
884	1170	152
885	1171	150
886	1172	149
887	1173	148
888	1174	146
889	1175	145
890	1176	143
891	1177	142
892	1178	141
893	1179	139
894	1180	138
895	1181	137
896	1182	135
897	1184	134
898	1185	133
899	1186	131
900	1187	130
901	1188	129
902	1189	127
903	1190	126
904	1191	125
905	1192	123
906	1193	122
907	1194	121
908	1195	119
909	1196	118
910	1197	116
911	1199	115
912	1200	114
913	1201	113
914	1202	111
915	1203	110
916	1204	109
917	1205	107
918	1206	106
919	1207	104
920	1208	103
921	1209	102
922	1210	101
923	1211	99
924	1213	98
925	1214	97
926	1215	95
927	1216	94
928	1217	93
929	1218	91
930	1219	90
931	1220	89
932	1221	87
933	1222	86
934	1223	85
935	1224	83
936	1225	82
937	1226	81
938	1228	79
939	1229	78
940	1230	77
941	1231	75
942	1232	74
943	1233	73
944	1234	71
945	1235	70
946	1236	69
947	1237	67
948	1238	66
949	1239	65
950	1240	63
951	1242	62
952	1243	61
953	1244	60
954	1245	58
955	1246	57
956	1247	56
957	1248	54
958	1249	53
959	1250	52
960	1251	50
961	1252	49
962	1253	48
963	1254	46
964	1255	45
965	1256	44
966	1258	42
967	1259	41
968	1260	40
969	1261	39
970	1263	37
971	1264	36
972	1265	35
973	1267	33
974	1268	32
975	1269	31
976	1272	29
977	1273	28
978	1274	27
979	1276	26
980	1277	24
981	1278	23
982	1280	22
983	1281	20
984	1283	19
985	1284	18
986	1287	16
987	1288	15
988	1290	14
989	1291	13
990	1292	11
991	1295	10
992	1296	9
993	1298	7
994	1299	6
995	1301	5
996	1303	3
997	1304	2
998	1305	1
999	1306	0
